budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,genre_names
150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2062,65.677399,2007-06-22,623722818,111.0,Ratatouille,7.5,4369,"['Animation', 'Comedy', 'Family', 'Fantasy']"
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",272,115.040024,2005-06-10,374218673,140.0,Batman Begins,7.5,7359,"['Action', 'Crime', 'Drama']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",18360,81.781591,2009-05-20,413106170,105.0,Night at the Museum: Battle of the Smithsonian,5.9,1971,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2080,5.954334,2009-04-28,373062864,107.0,X-Men Origins: Wolverine,6.2,4021,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",605,73.313918,2003-11-05,424988211,129.0,The Matrix Revolutions,6.4,3096,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",109445,165.125366,2013-11-27,1274219009,102.0,Frozen,7.3,5295,"['Animation', 'Adventure', 'Family']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",604,70.78591,2003-05-15,738599701,138.0,The Matrix Reloaded,6.7,3443,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
170000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",76338,99.499595,2013-10-29,644571402,112.0,Thor: The Dark World,6.8,4755,"['Action', 'Adventure', 'Fantasy']"
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",76341,434.278564,2015-05-13,378858340,120.0,Mad Max: Fury Road,7.2,9427,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
150000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",13448,67.447636,2009-05-13,356613439,138.0,Angels & Demons,6.5,2129,"['Thriller', 'Mystery']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",10195,86.493424,2011-04-21,449326618,115.0,Thor,6.6,6525,"['Adventure', 'Fantasy', 'Action']"
150000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",62213,50.306728,2012-05-08,245527149,113.0,Dark Shadows,5.7,2320,"['Comedy', 'Fantasy']"
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",177677,114.522237,2015-07-23,682330139,131.0,Mission: Impossible - Rogue Nation,7.1,3224,"['Action', 'Adventure', 'Thriller']"
150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7978,21.214571,2010-02-11,0,102.0,The Wolfman,5.5,549,"['Drama', 'Horror', 'Thriller']"
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",10196,33.769336,2010-06-30,318502923,103.0,The Last Airbender,4.7,1151,"['Action', 'Adventure', 'Family', 'Fantasy']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",956,63.079003,2006-05-03,397850012,126.0,Mission: Impossible III,6.5,2028,"['Adventure', 'Action', 'Thriller']"
150000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",117251,39.004588,2013-06-27,205366737,131.0,White House Down,6.4,1891,"['Action', 'Drama', 'Thriller']"
150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",266647,48.03528,2015-09-24,128388320,111.0,Pan,5.9,954,"['Adventure', 'Family', 'Fantasy']"
175000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",652,66.803149,2004-05-13,497409852,163.0,Troy,6.9,2759,"['Adventure', 'Drama', 'War']"
140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",36669,54.159392,2002-11-17,431971116,133.0,Die Another Day,5.8,1092,"['Adventure', 'Action', 'Thriller']"
144000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",43074,66.21806,2016-07-14,229147509,116.0,Ghostbusters,5.3,2142,"['Action', 'Fantasy', 'Comedy']"
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",95,58.485967,1998-07-01,553799566,151.0,Armageddon,6.4,2482,"['Action', 'Thriller', 'Science Fiction', 'Adventure']"
70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",2310,35.601665,2007-11-05,195735876,115.0,Beowulf,5.5,841,"['Adventure', 'Action', 'Animation']"
145000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",56292,77.77477,2011-12-07,694713380,133.0,Mission: Impossible - Ghost Protocol,6.8,3972,"['Action', 'Thriller', 'Adventure']"
140000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",616,52.341226,2003-12-05,456758981,154.0,The Last Samurai,7.3,1895,"['Drama', 'Action', 'War', 'History']"
140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",147441,101.599427,2014-12-03,268031828,150.0,Exodus: Gods and Kings,5.6,1921,"['Adventure', 'Drama', 'Action']"
150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",13475,73.616808,2009-05-06,385680446,127.0,Star Trek,7.4,4518,"['Science Fiction', 'Action', 'Adventure']"
139000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",557,82.502566,2002-05-01,821708551,121.0,Spider-Man,6.8,5265,"['Fantasy', 'Action']"
145000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",82702,100.21391,2014-06-12,609123048,102.0,How to Train Your Dragon 2,7.6,3106,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
140000000,"[{'id': 14, 'name': 'Fantasy'}]",205584,56.257249,2016-02-25,150680864,127.0,Gods of Egypt,5.3,1277,['Fantasy']
135000000,"[{'id': 28, 'name': 'Action'}]",10048,17.88953,2005-07-28,76932943,121.0,Stealth,4.9,331,['Action']
130000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",13183,64.798873,2009-03-05,185258983,163.0,Watchmen,7.0,2811,"['Action', 'Mystery', 'Science Fiction']"
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",944,24.855701,1998-07-10,285444603,127.0,Lethal Weapon 4,6.3,767,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
137000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1927,34.981698,2003-06-19,245360480,138.0,Hulk,5.3,1533,"['Drama', 'Action', 'Science Fiction']"
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",72559,59.325589,2013-03-26,371876278,110.0,G.I. Joe: Retaliation,5.4,3025,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7364,21.605568,2005-04-06,119269486,124.0,Sahara,5.7,434,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
137000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2114,26.074908,2001-07-02,85131830,106.0,Final Fantasy: The Spirits Within,5.9,433,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']"
140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",1771,74.506246,2011-07-22,370569774,124.0,Captain America: The First Avenger,6.6,7047,"['Action', 'Adventure', 'Science Fiction']"
135000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",36643,39.604363,1999-11-08,361832400,128.0,The World Is Not Enough,6.0,862,"['Adventure', 'Action', 'Thriller']"
150000000,"[{'id': 12, 'name': 'Adventure'}]",8619,36.973031,2003-11-14,212011111,138.0,Master and Commander: The Far Side of the World,6.9,790,['Adventure']
120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50620,99.687084,2012-11-13,829000000,115.0,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
150000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",1724,62.898336,2008-06-12,163712074,114.0,The Incredible Hulk,6.1,3021,"['Science Fiction', 'Action', 'Adventure']"
140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",267935,44.19092,2016-06-01,183345589,120.0,The BFG,6.0,1000,"['Adventure', 'Family', 'Fantasy']"
135000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",281957,100.635882,2015-12-25,532950503,156.0,The Revenant,7.3,6396,"['Western', 'Drama', 'Adventure', 'Thriller']"
135000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",44896,29.91353,2011-03-02,245724603,107.0,Rango,6.6,2051,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']"
70000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2503,45.381501,2007-08-03,442824138,115.0,The Bourne Ultimatum,7.3,2888,"['Action', 'Drama', 'Mystery', 'Thriller']"
130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",102899,120.09361,2015-07-14,519311965,117.0,Ant-Man,7.0,5880,"['Science Fiction', 'Action', 'Adventure']"
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",101299,76.310119,2013-11-15,847423452,146.0,The Hunger Games: Catching Fire,7.4,6495,"['Adventure', 'Action', 'Science Fiction']"
132000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",74,48.572726,2005-06-28,591739379,116.0,War of the Worlds,6.2,2322,"['Adventure', 'Thriller', 'Science Fiction']"
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8961,38.068736,2003-07-18,273339556,147.0,Bad Boys II,6.3,1564,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
125000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",86834,46.115758,2014-03-20,362637473,139.0,Noah,5.6,2350,"['Drama', 'Adventure']"
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 9648, 'name': 'Mystery'}]",17578,89.938296,2011-10-25,371940071,107.0,The Adventures of Tintin,6.7,2061,"['Adventure', 'Animation', 'Mystery']"
130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",673,79.679601,2004-05-31,789804554,141.0,Harry Potter and the Prisoner of Azkaban,7.7,5877,"['Adventure', 'Fantasy', 'Family']"
130000000,"[{'id': 18, 'name': 'Drama'}]",6972,28.840997,2008-11-18,49554002,165.0,Australia,6.3,694,['Drama']
125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",671,109.984351,2001-11-16,976475550,152.0,Harry Potter and the Philosopher's Stone,7.5,7006,"['Adventure', 'Fantasy', 'Family']"
140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",22,271.972889,2003-07-09,655011224,143.0,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,"['Adventure', 'Fantasy', 'Action']"
125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",131631,206.227151,2014-11-18,752100229,123.0,The Hunger Games: Mockingjay - Part 1,6.6,5584,"['Science Fiction', 'Adventure', 'Thriller']"
125000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",591,45.313197,2006-05-17,767820459,149.0,The Da Vinci Code,6.5,2704,"['Thriller', 'Mystery']"
103000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",172385,42.40024,2014-03-19,500188435,102.0,Rio 2,6.3,978,"['Animation', 'Adventure', 'Comedy', 'Family']"
110000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",36658,2.871739,2003-04-24,407711549,133.0,X2,6.8,3506,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
125000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",51497,7.255718,2011-04-20,626137675,130.0,Fast Five,7.1,2438,"['Action', 'Thriller', 'Crime']"
125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",58574,81.499621,2011-11-22,334615000,129.0,Sherlock Holmes: A Game of Shadows,7.0,3886,"['Adventure', 'Action', 'Crime', 'Mystery']"
125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",18823,47.686442,2010-04-01,232713139,106.0,Clash of the Titans,5.6,2233,"['Adventure', 'Fantasy', 'Action']"
65000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",861,43.129703,1990-06-01,261317921,113.0,Total Recall,7.1,1710,"['Action', 'Adventure', 'Science Fiction']"
160000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",1911,27.220157,1999-08-27,61698899,102.0,The 13th Warrior,6.4,510,"['Adventure', 'Fantasy', 'Action']"
130000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",49040,90.33681,2012-08-08,276572938,120.0,The Bourne Legacy,6.0,2651,"['Action', 'Thriller']"
125000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}]",415,50.073575,1997-06-20,238207122,125.0,Batman & Robin,4.2,1418,"['Action', 'Crime', 'Fantasy']"
123000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",8871,45.419668,2000-11-17,345141403,104.0,How the Grinch Stole Christmas,6.2,1386,"['Family', 'Comedy', 'Fantasy']"
125000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",435,41.380094,2004-05-26,544272402,124.0,The Day After Tomorrow,6.2,2392,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",955,54.931334,2000-05-24,546388105,123.0,Mission: Impossible II,5.9,1928,"['Adventure', 'Action', 'Thriller']"
120000000,"[{'id': 18, 'name': 'Drama'}]",2133,25.752118,2000-03-15,325756637,130.0,The Perfect Storm,6.2,597,['Drama']
120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",87827,51.328145,2012-11-20,609016565,127.0,Life of Pi,7.2,5797,"['Adventure', 'Drama', 'Action']"
110000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",1250,46.834704,2007-02-16,228738393,114.0,Ghost Rider,5.2,1712,"['Thriller', 'Action', 'Fantasy', 'Horror']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",324668,62.641286,2016-07-27,415484914,123.0,Jason Bourne,5.9,2341,"['Action', 'Thriller']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",9471,33.616115,2003-06-27,259175788,106.0,Charlie's Angels: Full Throttle,5.2,914,"['Action', 'Adventure', 'Comedy']"
130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",70981,68.889395,2012-05-30,403170142,124.0,Prometheus,6.3,5080,"['Science Fiction', 'Adventure', 'Mystery']"
115000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",68724,67.33767,2013-08-07,286140700,109.0,Elysium,6.4,3439,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
105000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2789,27.835436,2004-06-11,115772733,119.0,The Chronicles of Riddick,6.3,1570,"['Action', 'Science Fiction']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",97020,66.757869,2014-01-30,242688965,102.0,RoboCop,5.7,2342,"['Action', 'Science Fiction']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",7459,17.060695,2008-05-09,93945766,135.0,Speed Racer,5.7,354,"['Action', 'Family', 'Science Fiction']"
120000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42888,11.137655,2010-12-17,48668907,121.0,How Do You Know,4.9,223,"['Comedy', 'Drama', 'Romance']"
117000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",37834,44.906918,2010-06-15,261930431,109.0,Knight and Day,5.9,1547,"['Action', 'Comedy']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",75612,67.698004,2013-04-10,286168572,124.0,Oblivion,6.4,4800,"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
113000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",1895,44.108427,2005-05-17,850000000,140.0,Star Wars: Episode III - Revenge of the Sith,7.1,4116,"['Science Fiction', 'Adventure', 'Action']"
120000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1894,43.987061,2002-05-15,649398328,142.0,Star Wars: Episode II - Attack of the Clones,6.4,3992,"['Adventure', 'Action', 'Science Fiction']"
120000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",76170,15.953444,2013-07-23,415440673,126.0,The Wolverine,6.3,4053,"['Action', 'Science Fiction', 'Adventure', 'Fantasy']"
115000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1893,54.035265,1999-05-19,924317558,136.0,Star Wars: Episode I - The Phantom Menace,6.3,4432,"['Adventure', 'Action', 'Science Fiction']"
97250400,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2395,20.344364,2008-01-13,132900000,116.0,Asterix at the Olympic Games,5.0,471,"['Fantasy', 'Adventure', 'Comedy', 'Family']"
115000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",12100,18.714197,2002-06-14,77628265,134.0,Windtalkers,5.8,341,"['Drama', 'Action', 'History', 'War']"
115000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",290595,60.467984,2016-04-06,164602163,114.0,The Huntsman: Winter's War,6.0,1523,"['Action', 'Adventure', 'Drama']"
125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",98566,143.350376,2014-08-07,477200000,101.0,Teenage Mutant Ninja Turtles,5.8,2636,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']"
116000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",9619,16.90444,1997-02-07,178127760,108.0,Dante's Peak,5.7,428,"['Action', 'Adventure', 'Thriller']"
